i,theta,.chain,.iteration,.draw
1,0.0301016761738542,1,250,250
1,0.03064347867496547,1,251,251
1,0.03060069894770211,1,252,252
1,0.03054705679907935,1,253,253
1,0.0300844856141473,1,254,254
1,0.03064773566531142,1,255,255
1,0.030183126094906573,1,256,256
1,0.030538704090277615,1,257,257
1,0.028954196704340462,1,258,258
1,0.029161823454337196,1,259,259
1,0.03008256976704501,1,260,260
1,0.030018444381644766,1,261,261
1,0.030338130390950166,1,262,262
1,0.03376950848361622,1,263,263
1,0.032116926171310026,1,264,264
1,0.03158018155553075,1,265,265
1,0.02975248448066452,1,266,266
1,0.02940243394609759,1,267,267
1,0.02928046627665853,1,268,268
1,0.029126592388409936,1,269,269
1,0.029151203395549757,1,270,270
1,0.030264804429854818,1,271,271
1,0.030144604479954054,1,272,272
1,0.029940435680673203,1,273,273
1,0.029883487988058084,1,274,274
1,0.02956752164616944,1,275,275
1,0.03049058161654697,1,276,276
1,0.02992271204637701,1,277,277
1,0.030096542829177533,1,278,278
1,0.03233390945831174,1,279,279
1,0.03231423734823151,1,280,280
1,0.03204054320098157,1,281,281
1,0.03240483784190126,1,282,282
1,0.028604510244487805,1,283,283
1,0.029330510285198105,1,284,284
1,0.02956924531033749,1,285,285
1,0.03030984312115821,1,286,286
1,0.029462476042745142,1,287,287
1,0.030149852090260686,1,288,288
1,0.030121740624060606,1,289,289
1,0.029406659394109306,1,290,290
1,0.028882516958585718,1,291,291
1,0.028846325556723312,1,292,292
1,0.031096425074792055,1,293,293
1,0.02982005289244256,1,294,294
1,0.029858645402132438,1,295,295
1,0.02935630657456142,1,296,296
1,0.02898201364739419,1,297,297
1,0.028990752615738847,1,298,298
1,0.02873365606749309,1,299,299
1,0.03032941901929077,1,300,300
1,0.03151186459099456,1,301,301
1,0.03072909623537488,1,302,302
1,0.031212485639427096,1,303,303
1,0.030913868661164523,1,304,304
1,0.03120010647666811,1,305,305
1,0.03140385703119096,1,306,306
1,0.030216985708692044,1,307,307
1,0.03148497055102853,1,308,308
1,0.03053765957705176,1,309,309
1,0.029103723803866405,1,310,310
1,0.030222442267389564,1,311,311
1,0.030414234716133817,1,312,312
1,0.030719313539535872,1,313,313
1,0.03105181904602447,1,314,314
1,0.030922470451484323,1,315,315
1,0.029918227426336163,1,316,316
1,0.030447395827682827,1,317,317
1,0.030246893005286955,1,318,318
1,0.031033961213979916,1,319,319
1,0.03083572237512511,1,320,320
1,0.030504809313766278,1,321,321
1,0.029422073532839276,1,322,322
1,0.029097089133266,1,323,323
1,0.029840304403797174,1,324,324
1,0.03001908357148642,1,325,325
1,0.029484912147807206,1,326,326
1,0.03033452064614322,1,327,327
1,0.030412660668724743,1,328,328
1,0.02985147891414636,1,329,329
1,0.02991609020281441,1,330,330
1,0.030402607971202384,1,331,331
1,0.031037777992842432,1,332,332
1,0.029499746492006363,1,333,333
1,0.02971698230488907,1,334,334
1,0.03077307464637226,1,335,335
1,0.03049858500534716,1,336,336
1,0.030197097528389623,1,337,337
1,0.030666078255181136,1,338,338
1,0.02952500014206862,1,339,339
1,0.029246077184819218,1,340,340
1,0.030302912487578042,1,341,341
1,0.03177730305695252,1,342,342
1,0.03233974946825861,1,343,343
1,0.02918568824723315,1,344,344
1,0.02966628024198228,1,345,345
1,0.029452811030902342,1,346,346
1,0.029463637879336816,1,347,347
1,0.02930961748326309,1,348,348
1,0.028565725519170884,1,349,349
1,0.030633220422407355,1,350,350
1,0.029630770240479293,1,351,351
1,0.03025934354574453,1,352,352
1,0.03019257235635819,1,353,353
1,0.02977323070905594,1,354,354
1,0.03020511313430748,1,355,355
1,0.030665249093888267,1,356,356
1,0.03032590780059336,1,357,357
1,0.031127233698706853,1,358,358
1,0.030206386106690915,1,359,359
1,0.02976297859549284,1,360,360
1,0.030966373610554314,1,361,361
1,0.030966373610554314,1,362,362
1,0.030340527734745017,1,363,363
1,0.03170116290504847,1,364,364
1,0.03197081863451652,1,365,365
1,0.03020962488668447,1,366,366
1,0.030373746156999563,1,367,367
1,0.030775042344835125,1,368,368
1,0.02926919728258677,1,369,369
1,0.02984325103892676,1,370,370
1,0.03005420538110702,1,371,371
1,0.029596548003809037,1,372,372
1,0.029684930548008037,1,373,373
1,0.029524223201183353,1,374,374
1,0.030648257869342808,1,375,375
1,0.03009013361063592,1,376,376
1,0.030396106540250017,1,377,377
1,0.03003544927879132,1,378,378
1,0.029803741528089525,1,379,379
1,0.030398222175983314,1,380,380
1,0.030277432893843475,1,381,381
1,0.029331094328220755,1,382,382
1,0.02946504250961541,1,383,383
1,0.029451480969421573,1,384,384
1,0.029179367025903232,1,385,385
1,0.029369466669185735,1,386,386
1,0.02909181366070041,1,387,387
1,0.029044570940279596,1,388,388
1,0.028781594662700437,1,389,389
1,0.02844239314076491,1,390,390
1,0.03219240555368505,1,391,391
1,0.030061161876812355,1,392,392
1,0.029251502531592696,1,393,393
1,0.03140245884792871,1,394,394
1,0.028668284574017208,1,395,395
1,0.03114330421095462,1,396,396
1,0.030841563147633446,1,397,397
1,0.030580689832461438,1,398,398
1,0.029066020775880518,1,399,399
1,0.029829958509023067,1,400,400
1,0.029586109910197025,1,401,401
1,0.030531931346365473,1,402,402
1,0.02970592059775968,1,403,403
1,0.029566425992336113,1,404,404
1,0.029250235058081525,1,405,405
1,0.0302500694549528,1,406,406
1,0.031148267443691296,1,407,407
1,0.03071436149144108,1,408,408
1,0.029262626753867857,1,409,409
1,0.029158127588748348,1,410,410
1,0.02875457187030499,1,411,411
1,0.028859807399347147,1,412,412
1,0.02951180481375328,1,413,413
1,0.029895540229350297,1,414,414
1,0.030540518463222085,1,415,415
1,0.03044556936017663,1,416,416
1,0.0306429679048857,1,417,417
1,0.030722731179013838,1,418,418
1,0.02951479735096738,1,419,419
1,0.029198772335057556,1,420,420
1,0.02836863503562174,1,421,421
1,0.028926439311539754,1,422,422
1,0.02927284697928108,1,423,423
1,0.02962223587453702,1,424,424
1,0.030303635341617324,1,425,425
1,0.030446443166504713,1,426,426
1,0.03058182094905364,1,427,427
1,0.03029760151657209,1,428,428
1,0.030271417712087332,1,429,429
1,0.031131153090079577,1,430,430
1,0.028968641836667544,1,431,431
1,0.029513137361290315,1,432,432
1,0.02983260598506301,1,433,433
1,0.029166720856228682,1,434,434
1,0.02929619997811999,1,435,435
1,0.02954791536351594,1,436,436
1,0.028899605111786235,1,437,437
1,0.030765389271047282,1,438,438
1,0.029996519198641342,1,439,439
1,0.030071837676373545,1,440,440
1,0.030071837676373545,1,441,441
1,0.03002791864380323,1,442,442
1,0.030817929795558575,1,443,443
1,0.031346484309802636,1,444,444
1,0.02966460982882798,1,445,445
1,0.030172809929640266,1,446,446
1,0.02958546247378184,1,447,447
1,0.031707927625910966,1,448,448
1,0.02995810140238502,1,449,449
1,0.030945283800777382,1,450,450
1,0.030879703726192705,1,451,451
1,0.02960380216793493,1,452,452
1,0.02987541844870162,1,453,453
1,0.029273737005633967,1,454,454
1,0.029395625564478133,1,455,455
1,0.029644119903978645,1,456,456
1,0.028968740939197768,1,457,457
1,0.02985739859663806,1,458,458
1,0.030281483498096576,1,459,459
1,0.029559597467579156,1,460,460
1,0.031339964806900225,1,461,461
1,0.031093286581326436,1,462,462
1,0.029624160398465972,1,463,463
1,0.03139336429034524,1,464,464
1,0.02986860508894011,1,465,465
1,0.029759175031718207,1,466,466
1,0.029030563628016162,1,467,467
1,0.02912526470409783,1,468,468
1,0.02912645452661962,1,469,469
1,0.029220580534772122,1,470,470
1,0.029367247904021218,1,471,471
1,0.03088002267045628,1,472,472
1,0.030779057791446,1,473,473
1,0.028140043336334932,1,474,474
1,0.02830353918588515,1,475,475
1,0.03163010347004731,1,476,476
1,0.031879819970082574,1,477,477
1,0.032034815684293345,1,478,478
1,0.028395423945763002,1,479,479
1,0.028854744865841112,1,480,480
1,0.031496206904192046,1,481,481
1,0.031687050047954045,1,482,482
1,0.03130693375976965,1,483,483
1,0.02913944865970319,1,484,484
1,0.030916187123316237,1,485,485
1,0.03173329051720488,1,486,486
1,0.031105056915897072,1,487,487
1,0.029647527106443784,1,488,488
1,0.028445589580212458,1,489,489
1,0.029599629005867243,1,490,490
1,0.029954394027799147,1,491,491
1,0.030213961263774042,1,492,492
1,0.02953099086399487,1,493,493
1,0.030719612244564348,1,494,494
1,0.02991246415144374,1,495,495
1,0.030983721317722826,1,496,496
1,0.030231062543530342,1,497,497
1,0.029779236664727426,1,498,498
1,0.029640803579608698,1,499,499
1,0.029156938791932003,1,500,500
1,0.029115571003261283,1,501,501
1,0.03101723242947977,1,502,502
1,0.031308050433478986,1,503,503
1,0.030831468239155457,1,504,504
1,0.030619645810755738,1,505,505
1,0.03025511490151716,1,506,506
1,0.03178141825202782,1,507,507
1,0.03275365094252033,1,508,508
1,0.030247493153513817,1,509,509
1,0.029308244789079136,1,510,510
1,0.03036386822480375,1,511,511
1,0.030794885604883155,1,512,512
1,0.030674051174862545,1,513,513
1,0.029831762533109214,1,514,514
1,0.030360107538626974,1,515,515
1,0.03091314508384889,1,516,516
1,0.03075310019491311,1,517,517
1,0.02991533648084634,1,518,518
1,0.029485097473096702,1,519,519
1,0.02949064468619502,1,520,520
1,0.030046990243491823,1,521,521
1,0.029921394337386,1,522,522
1,0.030699553740380532,1,523,523
1,0.02983648791366816,1,524,524
1,0.031085097154018373,1,525,525
1,0.02970181908101141,1,526,526
1,0.030159502734490765,1,527,527
1,0.03141270484110416,1,528,528
1,0.030923830744866702,1,529,529
1,0.030611110490770997,1,530,530
1,0.031220076145831034,1,531,531
1,0.03029915187272334,1,532,532
1,0.029081834322293516,1,533,533
1,0.02978825840371277,1,534,534
1,0.030244019760739833,1,535,535
1,0.030386329583527622,1,536,536
1,0.029684909223063945,1,537,537
1,0.029774810361103465,1,538,538
1,0.030416306234566683,1,539,539
1,0.029846297438337895,1,540,540
1,0.030511855581085996,1,541,541
1,0.031166480744752492,1,542,542
1,0.031037930481855148,1,543,543
1,0.030873359841532513,1,544,544
1,0.02849172483194087,1,545,545
1,0.0285618560997776,1,546,546
1,0.028691763350011286,1,547,547
1,0.03284657010451061,1,548,548
1,0.03330238324627972,1,549,549
1,0.032991188731669,1,550,550
1,0.03292222537683608,1,551,551
1,0.03201246876326446,1,552,552
1,0.03138034331010395,1,553,553
1,0.029218106612000704,1,554,554
1,0.02945776429768713,1,555,555
1,0.02952105597793955,1,556,556
1,0.03220685518391687,1,557,557
1,0.03026793820020131,1,558,558
1,0.030487478314976064,1,559,559
1,0.029763107501981908,1,560,560
1,0.029116057308189537,1,561,561
1,0.030729020671706415,1,562,562
1,0.029351885745519387,1,563,563
1,0.030205670147707944,1,564,564
1,0.029985227792519505,1,565,565
1,0.029603834813007875,1,566,566
1,0.029045894259762256,1,567,567
1,0.030799183606097073,1,568,568
1,0.029989397744059693,1,569,569
1,0.031098406163728352,1,570,570
1,0.03092205037212873,1,571,571
1,0.029779877071192597,1,572,572
1,0.030219839046801495,1,573,573
1,0.0302821540422293,1,574,574
1,0.030656676494990473,1,575,575
1,0.02977730728163859,1,576,576
1,0.02950587209495276,1,577,577
1,0.029274479086186384,1,578,578
1,0.029933505533684512,1,579,579
1,0.03064955801944498,1,580,580
1,0.03082124968599701,1,581,581
1,0.030987130767823376,1,582,582
1,0.030424789081132504,1,583,583
1,0.031294065453427444,1,584,584
1,0.029514114177940306,1,585,585
1,0.029538826861374833,1,586,586
1,0.02984634053683645,1,587,587
1,0.02910560618756892,1,588,588
1,0.029754826636766072,1,589,589
1,0.029877439761916008,1,590,590
1,0.02954840748180398,1,591,591
1,0.0302145422944546,1,592,592
1,0.029654383557629536,1,593,593
1,0.03013591141037725,1,594,594
1,0.029617043153482275,1,595,595
1,0.030781289332205333,1,596,596
1,0.030460434637854295,1,597,597
1,0.030506543591178985,1,598,598
1,0.030524394475162104,1,599,599
1,0.029686195062442442,1,600,600
1,0.030830851357734404,1,601,601
1,0.03057380420298056,1,602,602
1,0.029728890310928176,1,603,603
1,0.029845583232898588,1,604,604
1,0.030555458014156545,1,605,605
1,0.030911880334960264,1,606,606
1,0.029757475881022722,1,607,607
1,0.031075582152151764,1,608,608
1,0.03152011930626569,1,609,609
1,0.031039582831078286,1,610,610
1,0.029727805739013007,1,611,611
1,0.030012476774891127,1,612,612
1,0.02990984224114358,1,613,613
1,0.030756292102737136,1,614,614
1,0.030510295069923785,1,615,615
1,0.031006552135822492,1,616,616
1,0.029486357258897335,1,617,617
1,0.029382192302257557,1,618,618
1,0.02927650520251295,1,619,619
1,0.029152701557856202,1,620,620
1,0.0305246613346671,1,621,621
1,0.03139244868941799,1,622,622
1,0.02853542070080497,1,623,623
1,0.02884938261725133,1,624,624
1,0.02911333179234786,1,625,625
1,0.029536399866494322,1,626,626
1,0.029715990899225133,1,627,627
1,0.029600072088908972,1,628,628
1,0.030299517027076388,1,629,629
1,0.03010708794247728,1,630,630
1,0.029859772757937553,1,631,631
1,0.02897038333688943,1,632,632
1,0.03216137789980641,1,633,633
1,0.031962361089447874,1,634,634
1,0.03120868919276193,1,635,635
1,0.029708108455591662,1,636,636
1,0.0297198563334366,1,637,637
1,0.030390019037905808,1,638,638
1,0.0301042293634047,1,639,639
1,0.031510725056090226,1,640,640
1,0.03150546144383604,1,641,641
1,0.028938084816361332,1,642,642
1,0.0292182354268551,1,643,643
1,0.029560712063357836,1,644,644
1,0.029791783934379625,1,645,645
1,0.02943450070655053,1,646,646
1,0.03143286138089303,1,647,647
1,0.03114326766578736,1,648,648
1,0.029814851612925134,1,649,649
1,0.030942982614227718,1,650,650
1,0.030774166177794965,1,651,651
1,0.02990446371903771,1,652,652
1,0.030332578044566474,1,653,653
1,0.029040026636030735,1,654,654
1,0.029320161439329643,1,655,655
1,0.030100448313652634,1,656,656
1,0.02970536769556397,1,657,657
1,0.030807991616033804,1,658,658
1,0.03173860678311111,1,659,659
1,0.031310716549764576,1,660,660
1,0.03155596291895922,1,661,661
1,0.031112018395527463,1,662,662
1,0.03072268565058744,1,663,663
1,0.031253822345875384,1,664,664
1,0.029354936707346773,1,665,665
1,0.030024152393272975,1,666,666
1,0.02985984339150006,1,667,667
1,0.03129966597470972,1,668,668
1,0.030901170166594417,1,669,669
1,0.031125815617569146,1,670,670
1,0.031057548818196345,1,671,671
1,0.03119124967889871,1,672,672
1,0.02994841295065418,1,673,673
1,0.030802710728350002,1,674,674
1,0.030743641438761307,1,675,675
1,0.030491063839181452,1,676,676
1,0.03063297636827128,1,677,677
1,0.030730947636642417,1,678,678
1,0.03110200426454547,1,679,679
1,0.03096220294454436,1,680,680
1,0.029954070581043914,1,681,681
1,0.02960645066081333,1,682,682
1,0.02960457446622285,1,683,683
1,0.030278175684894198,1,684,684
1,0.02912067552701721,1,685,685
1,0.029271118456113646,1,686,686
1,0.03137020956892669,1,687,687
1,0.030451249775929324,1,688,688
1,0.03090755978357799,1,689,689
1,0.03040116993849938,1,690,690
1,0.03094813674846639,1,691,691
1,0.030289075570040548,1,692,692
1,0.030457107861064908,1,693,693
1,0.029357530732014334,1,694,694
1,0.030539048811597826,1,695,695
1,0.029458642170155588,1,696,696
1,0.029923926503258653,1,697,697
1,0.02951310891442016,1,698,698
1,0.029478267014898443,1,699,699
1,0.030177494915241583,1,700,700
1,0.030683957410197776,1,701,701
1,0.0301651357570646,1,702,702
1,0.03070277292003088,1,703,703
1,0.02958712110148003,1,704,704
1,0.029973088268980562,1,705,705
1,0.029815178211969648,1,706,706
1,0.029860252976312347,1,707,707
1,0.03159520746093775,1,708,708
1,0.03084437254894058,1,709,709
1,0.030986555163901423,1,710,710
1,0.03318425365348953,1,711,711
1,0.030981638133564426,1,712,712
1,0.030896673089986552,1,713,713
1,0.030828896141710013,1,714,714
1,0.030492429141127205,1,715,715
1,0.029652180912240998,1,716,716
1,0.028797144079123968,1,717,717
1,0.02923880967781341,1,718,718
1,0.030138536304968398,1,719,719
1,0.030888170763155136,1,720,720
1,0.030860067998675234,1,721,721
1,0.030699629093740247,1,722,722
1,0.02962547732773352,1,723,723
1,0.029301625217761834,1,724,724
1,0.030625374760950244,1,725,725
1,0.030951328065356557,1,726,726
1,0.030132420147408447,1,727,727
1,0.029986109649119384,1,728,728
1,0.03034198346873821,1,729,729
1,0.030055158883506246,1,730,730
1,0.028848378514080203,1,731,731
1,0.030293593831726078,1,732,732
1,0.030238324995734804,1,733,733
1,0.030635216725833147,1,734,734
1,0.030309474153957537,1,735,735
1,0.03019002365570271,1,736,736
1,0.030086774425498668,1,737,737
1,0.030263398970985577,1,738,738
1,0.02993049576388446,1,739,739
1,0.030549037939042938,1,740,740
1,0.029975668497606377,1,741,741
1,0.0298174255168563,1,742,742
1,0.030048295871506387,1,743,743
1,0.030806199356356284,1,744,744
1,0.029668016588704008,1,745,745
1,0.03090839956669749,1,746,746
1,0.031244029584507796,1,747,747
1,0.029832052004667788,1,748,748
1,0.029768266773197365,1,749,749
1,0.031007003189679597,1,750,750
1,0.031035058459406337,1,751,751
1,0.029920448410541953,1,752,752
1,0.030466541987397126,1,753,753
1,0.03049692825286414,1,754,754
1,0.03213736671795389,1,755,755
1,0.030308328296623752,1,756,756
1,0.030103381116314182,1,757,757
1,0.029839786592237415,1,758,758
1,0.029336786298182985,1,759,759
1,0.029963467715111877,1,760,760
1,0.030705871936593836,1,761,761
1,0.03059962610806959,1,762,762
1,0.030893343619292926,1,763,763
1,0.030645196476428428,1,764,764
1,0.03117262215221405,1,765,765
1,0.030466393488250424,1,766,766
1,0.030228663367784053,1,767,767
1,0.029907214381190296,1,768,768
1,0.03089965905085851,1,769,769
1,0.03175382452199242,1,770,770
1,0.029886716135944572,1,771,771
1,0.030410878746776976,1,772,772
1,0.031107344452858246,1,773,773
1,0.030376451002296734,1,774,774
1,0.03129917615384192,1,775,775
1,0.030298937902296826,1,776,776
1,0.03070349018449032,1,777,777
1,0.029876855009445622,1,778,778
1,0.02922413661908359,1,779,779
1,0.030996324195618256,1,780,780
1,0.03032381355808527,1,781,781
1,0.030682247762343236,1,782,782
1,0.02942397302313585,1,783,783
1,0.0289796420182353,1,784,784
1,0.029376773613084807,1,785,785
1,0.029995922544105273,1,786,786
1,0.028936293020170513,1,787,787
1,0.02969532727742274,1,788,788
1,0.029751073255546052,1,789,789
1,0.03055656974215366,1,790,790
1,0.029150233657222708,1,791,791
1,0.02990306684959997,1,792,792
1,0.032030673497718376,1,793,793
1,0.028036757525314527,1,794,794
1,0.028274278560662953,1,795,795
1,0.028325912969500343,1,796,796
1,0.028800838344807126,1,797,797
1,0.028439390278773593,1,798,798
1,0.029759463079365462,1,799,799
1,0.02955424460451963,1,800,800
1,0.030203339601858458,1,801,801
1,0.03082671409408343,1,802,802
1,0.030596741083886603,1,803,803
1,0.030260931124413606,1,804,804
1,0.02973300306282062,1,805,805
1,0.030663757663936437,1,806,806
1,0.03104931752255103,1,807,807
1,0.031401429345962205,1,808,808
1,0.031012521777829948,1,809,809
1,0.031294917977631884,1,810,810
1,0.03158371526418303,1,811,811
1,0.02987197680207915,1,812,812
1,0.030988548498640148,1,813,813
1,0.03026968823859179,1,814,814
1,0.02958207437003319,1,815,815
1,0.03003899287341624,1,816,816
1,0.02941510750513981,1,817,817
1,0.02979175529103949,1,818,818
1,0.030079525718065832,1,819,819
1,0.030512654517137968,1,820,820
1,0.029990109626010543,1,821,821
