i,theta,.chain,.iteration,.draw
1,0.04424226983815795,1,154,154
1,0.044040948835739474,1,155,155
1,0.04460424246414567,1,156,156
1,0.04340159752847029,1,157,157
1,0.042786745686008834,1,158,158
1,0.0448285787499423,1,159,159
1,0.04405763132407241,1,160,160
1,0.04362441902398638,1,161,161
1,0.04405999872312134,1,162,162
1,0.04457011952503944,1,163,163
1,0.045036572172323645,1,164,164
1,0.04401392776320609,1,165,165
1,0.04428805106306094,1,166,166
1,0.04446472341556118,1,167,167
1,0.044404252313927424,1,168,168
1,0.044045589948339146,1,169,169
1,0.044576667659664775,1,170,170
1,0.04426603891180135,1,171,171
1,0.045075927085984714,1,172,172
1,0.045075927085984714,1,173,173
1,0.044862369922040256,1,174,174
1,0.04510239336180251,1,175,175
1,0.043516817618494,1,176,176
1,0.043907774113724575,1,177,177
1,0.04385167899730138,1,178,178
1,0.04382574991514012,1,179,179
1,0.04371277395183371,1,180,180
1,0.0432656851160187,1,181,181
1,0.04332487788027998,1,182,182
1,0.043343378366885156,1,183,183
1,0.04367663476392792,1,184,184
1,0.04318001512315256,1,185,185
1,0.044052855123687555,1,186,186
1,0.04420924711755851,1,187,187
1,0.0445586998316793,1,188,188
1,0.0436088886015086,1,189,189
1,0.04353611259166209,1,190,190
1,0.04340768552326233,1,191,191
1,0.04318840023672781,1,192,192
1,0.04330854559786711,1,193,193
1,0.04299996947941389,1,194,194
1,0.042818166765453074,1,195,195
1,0.04394288778747917,1,196,196
1,0.04417427548931177,1,197,197
1,0.04425559756229572,1,198,198
1,0.044847272470743875,1,199,199
1,0.045058416479571144,1,200,200
1,0.04463276788588244,1,201,201
1,0.044726908443561926,1,202,202
1,0.04357595134946619,1,203,203
1,0.043569203258393356,1,204,204
1,0.04365247631756714,1,205,205
1,0.043658224160721446,1,206,206
1,0.04314681260556548,1,207,207
1,0.04325414985379127,1,208,208
1,0.04380301726626374,1,209,209
1,0.04311777946396329,1,210,210
1,0.044324174742741425,1,211,211
1,0.04395330087845467,1,212,212
1,0.04371880052247838,1,213,213
1,0.04462130787786616,1,214,214
1,0.04380126913772537,1,215,215
1,0.04447112281813139,1,216,216
1,0.04362135608154084,1,217,217
1,0.04441127170947198,1,218,218
1,0.04435830169018564,1,219,219
1,0.044823255995141406,1,220,220
1,0.044734252776934824,1,221,221
1,0.04431393762599447,1,222,222
1,0.044556328561703266,1,223,223
1,0.043680130912413746,1,224,224
1,0.04439621552623431,1,225,225
1,0.04432450978885667,1,226,226
1,0.04430003050726882,1,227,227
1,0.04433348095256828,1,228,228
1,0.04552490503571659,1,229,229
1,0.044210353873031974,1,230,230
1,0.044239370436136946,1,231,231
1,0.04471554692204229,1,232,232
1,0.04376897994627913,1,233,233
1,0.04351361426300948,1,234,234
1,0.043990420247494416,1,235,235
1,0.043991896124592825,1,236,236
1,0.04411017917412967,1,237,237
1,0.044065916453316055,1,238,238
1,0.04402490681706245,1,239,239
1,0.04434625876873728,1,240,240
1,0.0445911401917451,1,241,241
1,0.04413319910387914,1,242,242
1,0.044433565627367506,1,243,243
1,0.043600779465810625,1,244,244
1,0.04384330375124263,1,245,245
1,0.04394130699133902,1,246,246
1,0.04343635013994409,1,247,247
1,0.043950266233228084,1,248,248
1,0.04388110382673773,1,249,249
1,0.04476760106207826,1,250,250
1,0.04437727119253246,1,251,251
1,0.04459993194134096,1,252,252
1,0.045086595211678474,1,253,253
1,0.044883840988156606,1,254,254
1,0.04548160844874762,1,255,255
1,0.044528763059613376,1,256,256
1,0.04285462506816467,1,257,257
1,0.042825684177857065,1,258,258
1,0.04293620395615973,1,259,259
1,0.04522485550431026,1,260,260
1,0.04440727862619217,1,261,261
1,0.04514100573786956,1,262,262
1,0.0455808657430603,1,263,263
1,0.04568776131397554,1,264,264
1,0.04521966173396761,1,265,265
1,0.04494884041102142,1,266,266
1,0.043213712872839934,1,267,267
1,0.04408632662634937,1,268,268
1,0.04438068670288199,1,269,269
1,0.04451154167254825,1,270,270
1,0.043606180137687,1,271,271
1,0.04338497153237149,1,272,272
1,0.04421091335227013,1,273,273
1,0.04395260762556917,1,274,274
1,0.04371068417477129,1,275,275
1,0.04368410257063759,1,276,276
1,0.04387259829897899,1,277,277
1,0.04339053297212598,1,278,278
1,0.04427186354940287,1,279,279
1,0.044046100332718816,1,280,280
1,0.043999180755631376,1,281,281
1,0.04418508364724194,1,282,282
1,0.04461228721268269,1,283,283
1,0.04445843875309979,1,284,284
1,0.04420243363713007,1,285,285
1,0.042854982752065444,1,286,286
1,0.04334027853630168,1,287,287
1,0.044387538246990425,1,288,288
1,0.04440561730207801,1,289,289
1,0.045130675257000395,1,290,290
1,0.04548740710410978,1,291,291
1,0.0442384674900511,1,292,292
1,0.043490995656092185,1,293,293
1,0.04330328650029544,1,294,294
1,0.04317585403857284,1,295,295
1,0.04318094491093048,1,296,296
1,0.04326621387253918,1,297,297
1,0.04500050856254625,1,298,298
1,0.04406294595868903,1,299,299
1,0.04411615837455693,1,300,300
1,0.04374361332906786,1,301,301
1,0.04321486382766266,1,302,302
1,0.043509831742343776,1,303,303
1,0.04385231283420069,1,304,304
1,0.04387190496130255,1,305,305
1,0.04480652448765416,1,306,306
1,0.04366314758842671,1,307,307
1,0.04405005578696529,1,308,308
1,0.04349619562540036,1,309,309
1,0.043742294349538545,1,310,310
1,0.04400370145049808,1,311,311
1,0.04420510510866029,1,312,312
1,0.04451116080681981,1,313,313
1,0.04497664901231994,1,314,314
1,0.043822164509612405,1,315,315
1,0.04417482505429806,1,316,316
1,0.04387287423323922,1,317,317
1,0.043464171744236266,1,318,318
1,0.043173951205872856,1,319,319
1,0.04359767264042494,1,320,320
1,0.04385898200032902,1,321,321
1,0.04443510568299262,1,322,322
1,0.04436776071776004,1,323,323
1,0.044649494919037136,1,324,324
1,0.044427172792399,1,325,325
1,0.044765761754586894,1,326,326
1,0.044598959701964674,1,327,327
1,0.044907861191949276,1,328,328
1,0.0442994033951411,1,329,329
1,0.04439644907845776,1,330,330
1,0.04449252882950286,1,331,331
1,0.044310917609371295,1,332,332
1,0.04460640575051401,1,333,333
1,0.04398166945005537,1,334,334
1,0.04319063164240273,1,335,335
1,0.043546985865031085,1,336,336
1,0.043837538093663656,1,337,337
1,0.04382729745472546,1,338,338
1,0.04421363690657926,1,339,339
1,0.04411240766117994,1,340,340
1,0.044362687314551036,1,341,341
1,0.044391565809687505,1,342,342
1,0.044474462191537376,1,343,343
1,0.04462903838800714,1,344,344
1,0.04437537274736474,1,345,345
1,0.044281432376190505,1,346,346
1,0.0440962173070525,1,347,347
1,0.044348532743558426,1,348,348
1,0.04388659859999756,1,349,349
1,0.04462520103850611,1,350,350
1,0.044870206472394494,1,351,351
1,0.044433423716004755,1,352,352
1,0.043952666261461465,1,353,353
1,0.04406891013308685,1,354,354
1,0.043892735599509514,1,355,355
1,0.0441981268998925,1,356,356
1,0.044214303020519014,1,357,357
1,0.04439096309284163,1,358,358
1,0.044851775822145605,1,359,359
1,0.0444617013090533,1,360,360
1,0.04493913900268432,1,361,361
1,0.04441140357466434,1,362,362
1,0.04357397312534162,1,363,363
1,0.04291744598047602,1,364,364
1,0.04376906921172879,1,365,365
1,0.04419389422351768,1,366,366
1,0.04359231563802622,1,367,367
1,0.04367887222738148,1,368,368
1,0.04383227145514065,1,369,369
1,0.04386998727870348,1,370,370
1,0.04433390972232485,1,371,371
1,0.0442130666900897,1,372,372
1,0.04413358620098207,1,373,373
1,0.043368002811397556,1,374,374
1,0.04389641597197696,1,375,375
1,0.04404035618781395,1,376,376
1,0.04396463103633945,1,377,377
1,0.04431385077712968,1,378,378
1,0.044081336819339074,1,379,379
1,0.04467764554236344,1,380,380
1,0.04411084119097181,1,381,381
1,0.04407485163906448,1,382,382
1,0.044571786812660726,1,383,383
1,0.04413478775784715,1,384,384
1,0.044114491638444775,1,385,385
1,0.04407516883130871,1,386,386
1,0.04357881938979336,1,387,387
1,0.04345024604696376,1,388,388
1,0.04426604656498133,1,389,389
1,0.04434447104692096,1,390,390
1,0.044327171701150754,1,391,391
1,0.04475010582605663,1,392,392
1,0.04416957474641383,1,393,393
1,0.044789285450719925,1,394,394
1,0.04442177864618616,1,395,395
1,0.04446349174994491,1,396,396
1,0.04342856084844135,1,397,397
1,0.04412512174741082,1,398,398
1,0.044393152424065566,1,399,399
1,0.04435151631005882,1,400,400
1,0.04412524529893122,1,401,401
1,0.044054638634369786,1,402,402
1,0.04446234227149323,1,403,403
1,0.04461711136315655,1,404,404
1,0.044478137682246774,1,405,405
1,0.04583534457491237,1,406,406
1,0.044475373845662816,1,407,407
1,0.045002056777557586,1,408,408
1,0.043056633399253995,1,409,409
1,0.04314889199403332,1,410,410
1,0.04467915680396944,1,411,411
1,0.04462835163472854,1,412,412
1,0.04491044893029652,1,413,413
1,0.04509637282617951,1,414,414
1,0.04393080954363189,1,415,415
1,0.04437230143081528,1,416,416
1,0.044161587763342974,1,417,417
1,0.04396681945055735,1,418,418
1,0.04328501676303878,1,419,419
1,0.04390573643502648,1,420,420
1,0.04357644642873219,1,421,421
1,0.044376890302615477,1,422,422
1,0.044365675467743164,1,423,423
1,0.04443091431030872,1,424,424
1,0.0437738679336816,1,425,425
1,0.04365356202323581,1,426,426
1,0.04399652717827031,1,427,427
1,0.04446549195642745,1,428,428
1,0.04475331242890235,1,429,429
1,0.043586528942925536,1,430,430
1,0.0436663077625904,1,431,431
1,0.045150758611927105,1,432,432
1,0.04407071732319314,1,433,433
1,0.044756521333100464,1,434,434
1,0.04485100295386824,1,435,435
1,0.04493909254144366,1,436,436
1,0.04422201487260523,1,437,437
1,0.043985997520392214,1,438,438
1,0.044343850963393314,1,439,439
1,0.043959060873159525,1,440,440
1,0.04342668516002979,1,441,441
1,0.042947311865364185,1,442,442
1,0.043897706548738,1,443,443
1,0.044137372969242146,1,444,444
1,0.04384814594194745,1,445,445
1,0.0443070851329519,1,446,446
1,0.0443070851329519,1,447,447
1,0.04428568696937235,1,448,448
1,0.04465865710406581,1,449,449
1,0.044532590448333305,1,450,450
1,0.04436864291260569,1,451,451
1,0.043965186845707105,1,452,452
1,0.043638802921150424,1,453,453
1,0.04442550036674572,1,454,454
1,0.04444572993190903,1,455,455
1,0.04384008494684802,1,456,456
1,0.04414881627073349,1,457,457
1,0.04360152541342316,1,458,458
1,0.043401561800140986,1,459,459
1,0.044310844326506504,1,460,460
1,0.0437283780895874,1,461,461
1,0.04346694967780221,1,462,462
1,0.044436776887468395,1,463,463
1,0.04441904077233287,1,464,464
1,0.0437852712680705,1,465,465
1,0.044584947339224176,1,466,466
1,0.04380587683968109,1,467,467
1,0.04397435067872022,1,468,468
1,0.04386204515607229,1,469,469
1,0.04386107307595182,1,470,470
1,0.04498210033343816,1,471,471
1,0.044159642700275954,1,472,472
1,0.044072693621106204,1,473,473
1,0.04440508559311721,1,474,474
1,0.04407314915457329,1,475,475
1,0.04378396763995479,1,476,476
1,0.04395198411067471,1,477,477
1,0.044018743924352934,1,478,478
1,0.04446275202301843,1,479,479
1,0.04376166956861771,1,480,480
1,0.04439432196497042,1,481,481
1,0.04407627967037821,1,482,482
1,0.04484005536945901,1,483,483
1,0.0442585234614786,1,484,484
1,0.04428495196600676,1,485,485
1,0.044143444876977675,1,486,486
1,0.04431244726028992,1,487,487
1,0.04380476414614726,1,488,488
1,0.04447799468677536,1,489,489
1,0.04486112955685735,1,490,490
1,0.044664860923534035,1,491,491
1,0.04527956591929821,1,492,492
1,0.04516885830880326,1,493,493
1,0.044978475497583104,1,494,494
1,0.04465332870689743,1,495,495
1,0.04505045535259483,1,496,496
1,0.04408336779705519,1,497,497
1,0.04376594055826955,1,498,498
1,0.043969212161650215,1,499,499
1,0.043601104797808585,1,500,500
1,0.04381521987334327,1,501,501
1,0.043298908742530104,1,502,502
1,0.044541890923657616,1,503,503
1,0.04554348734064343,1,504,504
1,0.045027290562810865,1,505,505
1,0.044941637748546724,1,506,506
1,0.04366609427029502,1,507,507
1,0.04395786644765201,1,508,508
1,0.0443862190886002,1,509,509
1,0.04422159937631029,1,510,510
1,0.04266425033145201,1,511,511
1,0.043987243967756905,1,512,512
1,0.043752541701798105,1,513,513
1,0.04406652597384083,1,514,514
1,0.04262574357496651,1,515,515
1,0.0429627168115785,1,516,516
1,0.04237422349027719,1,517,517
1,0.04346636190063049,1,518,518
1,0.044251959571625185,1,519,519
1,0.04360700521286194,1,520,520
1,0.04459857929448736,1,521,521
1,0.044508365508382754,1,522,522
1,0.0442918448339377,1,523,523
1,0.04547969598857713,1,524,524
1,0.045343534470122175,1,525,525
1,0.04332092019390043,1,526,526
1,0.042856803904668825,1,527,527
1,0.04339826021124861,1,528,528
1,0.04401498365050579,1,529,529
1,0.043967841587342245,1,530,530
1,0.044527094258646725,1,531,531
1,0.04395731216189984,1,532,532
1,0.043198494879818146,1,533,533
1,0.043231954685414346,1,534,534
1,0.04396278911645113,1,535,535
1,0.044364128341060446,1,536,536
1,0.04380821870566911,1,537,537
1,0.04425866887063396,1,538,538
1,0.04384331815217468,1,539,539
1,0.043772110456254495,1,540,540
1,0.04340754622101483,1,541,541
1,0.043527279261123354,1,542,542
1,0.04448286347229484,1,543,543
1,0.04430055324636474,1,544,544
1,0.04421522264709787,1,545,545
1,0.04446099269603755,1,546,546
1,0.044692782047757854,1,547,547
1,0.044054839074379,1,548,548
1,0.04407363937688115,1,549,549
1,0.04400332528230972,1,550,550
1,0.04349418821575261,1,551,551
1,0.04388608671674923,1,552,552
1,0.04356671002874518,1,553,553
1,0.044286265309059866,1,554,554
1,0.04430423751638646,1,555,555
1,0.044716855548691314,1,556,556
1,0.04509443671776576,1,557,557
1,0.04414904475542589,1,558,558
1,0.04484163769879666,1,559,559
1,0.04396083840816213,1,560,560
1,0.044202681591956686,1,561,561
1,0.04393907974640085,1,562,562
1,0.04474942866520858,1,563,563
1,0.04455249885016579,1,564,564
1,0.04409875022200337,1,565,565
1,0.04407113869284799,1,566,566
1,0.044382677696758764,1,567,567
1,0.04433477279727168,1,568,568
1,0.04442129041932949,1,569,569
1,0.04343784265812017,1,570,570
1,0.043980185523399024,1,571,571
1,0.04449939614136588,1,572,572
1,0.04440011206194143,1,573,573
1,0.04394581001084528,1,574,574
1,0.043824706801709364,1,575,575
1,0.04439326712680262,1,576,576
1,0.04470876380805178,1,577,577
1,0.04469140143579068,1,578,578
1,0.04408560031295272,1,579,579
1,0.044475883171684855,1,580,580
1,0.044656338391556714,1,581,581
1,0.04350385685273475,1,582,582
1,0.0444795352146076,1,583,583
1,0.04531713442181751,1,584,584
1,0.04488618461708745,1,585,585
1,0.04414544652321619,1,586,586
1,0.04408714872217526,1,587,587
1,0.04449773319279918,1,588,588
1,0.04462331721404255,1,589,589
1,0.044084195778420106,1,590,590
1,0.043386454456908856,1,591,591
1,0.04424911574601045,1,592,592
1,0.04424911574601045,1,593,593
1,0.04380969973557331,1,594,594
1,0.04437877871749428,1,595,595
1,0.04445974646534139,1,596,596
1,0.043714737354713054,1,597,597
1,0.04381523175346091,1,598,598
1,0.04349062049532593,1,599,599
1,0.0440565479900879,1,600,600
1,0.04319218598604704,1,601,601
1,0.043801376027602666,1,602,602
1,0.04391248820076597,1,603,603
1,0.043654346739440346,1,604,604
1,0.043824468632327356,1,605,605
1,0.043468238026897164,1,606,606
1,0.04397925448681809,1,607,607
1,0.044431077777052755,1,608,608
1,0.04436974409179922,1,609,609
1,0.0449799274520131,1,610,610
1,0.04359152384454491,1,611,611
1,0.044174623135476224,1,612,612
1,0.04320828924645037,1,613,613
1,0.04427501103611337,1,614,614
1,0.04405718740821579,1,615,615
1,0.0433744816633312,1,616,616
1,0.043478167739090405,1,617,617
1,0.04426816803015399,1,618,618
1,0.04435365204323527,1,619,619
1,0.043998780462204005,1,620,620
1,0.04326975025121937,1,621,621
1,0.044327163466319666,1,622,622
1,0.044429309331433554,1,623,623
1,0.04396804862520453,1,624,624
1,0.043285570795450624,1,625,625
1,0.04399451499765109,1,626,626
1,0.04468461794922952,1,627,627
1,0.043650686646339816,1,628,628
1,0.044258750563443,1,629,629
1,0.04493637830211526,1,630,630
1,0.044277996647341174,1,631,631
1,0.04421157735315619,1,632,632
1,0.04421157735315619,1,633,633
1,0.043629129648711774,1,634,634
1,0.043522531250635224,1,635,635
1,0.0445634466701215,1,636,636
1,0.04423775051777091,1,637,637
1,0.04445564736584463,1,638,638
1,0.04378766307855833,1,639,639
1,0.044089479689965606,1,640,640
1,0.04432440699452286,1,641,641
1,0.0442531328490872,1,642,642
1,0.0435007870310975,1,643,643
1,0.045128734634921154,1,644,644
1,0.04420408054803953,1,645,645
1,0.04471826370733208,1,646,646
1,0.04513473266372031,1,647,647
1,0.04506651559575848,1,648,648
1,0.04523702400609164,1,649,649
1,0.04434221697758401,1,650,650
1,0.0444156958465963,1,651,651
1,0.04448664528400753,1,652,652
1,0.0440997575952083,1,653,653
1,0.04384555176363911,1,654,654
1,0.04384555176363911,1,655,655
1,0.0438549147113263,1,656,656
1,0.044462289356461904,1,657,657
1,0.04345835972552754,1,658,658
1,0.04339920381599412,1,659,659
1,0.04391999690852073,1,660,660
1,0.045404846710935726,1,661,661
1,0.044291876818916616,1,662,662
1,0.04323476416922251,1,663,663
1,0.04394564710151181,1,664,664
1,0.044361302500407984,1,665,665
1,0.044033053169131024,1,666,666
1,0.044573547594831606,1,667,667
1,0.044128026906264516,1,668,668
1,0.04434792345118231,1,669,669
1,0.044110475554478175,1,670,670
1,0.04428242904065964,1,671,671
1,0.04399024603579022,1,672,672
1,0.043812005531721224,1,673,673
1,0.04357903179895115,1,674,674
1,0.04425146609075678,1,675,675
1,0.044175278905771796,1,676,676
1,0.04466581276504005,1,677,677
1,0.0440520202253908,1,678,678
1,0.04416940203866973,1,679,679
1,0.04455991380596929,1,680,680
1,0.043844014626824926,1,681,681
1,0.04418642156245038,1,682,682
1,0.04308075465760812,1,683,683
1,0.04404830972023867,1,684,684
1,0.044608887249601534,1,685,685
1,0.0444995353110706,1,686,686
1,0.04354553924119994,1,687,687
1,0.0443191236329035,1,688,688
1,0.044197658792821816,1,689,689
1,0.04433435702374426,1,690,690
1,0.04326522576922493,1,691,691
1,0.04371430079784501,1,692,692
1,0.043679457060842364,1,693,693
1,0.044327438313248015,1,694,694
1,0.04453013948210271,1,695,695
1,0.044696551045002884,1,696,696
1,0.04450918853899729,1,697,697
1,0.04507386261664665,1,698,698
1,0.04512247153207782,1,699,699
1,0.04505873730668853,1,700,700
1,0.044875141318871326,1,701,701
1,0.0445140524400396,1,702,702
1,0.04352986432514487,1,703,703
1,0.043719364143454606,1,704,704
1,0.04376853770042145,1,705,705
1,0.04454195054799139,1,706,706
1,0.04346899069169567,1,707,707
1,0.04324178589702092,1,708,708
1,0.043307886299489104,1,709,709
1,0.042838540162152466,1,710,710
1,0.04334014131029522,1,711,711
1,0.043346061491611035,1,712,712
1,0.04293395694771243,1,713,713
1,0.043649357301691956,1,714,714
1,0.04326637516918792,1,715,715
1,0.042920316332036926,1,716,716
1,0.042842789141293136,1,717,717
1,0.042762516980120166,1,718,718
1,0.042664840640146154,1,719,719
1,0.042659111895143695,1,720,720
1,0.04303966658307703,1,721,721
1,0.043012238980431584,1,722,722
1,0.0453231357793683,1,723,723
1,0.04385680705816243,1,724,724
1,0.0439415228443885,1,725,725
1,0.04434092318419135,1,726,726
1,0.044227565443931256,1,727,727
1,0.044285664370424624,1,728,728
1,0.04416834117889459,1,729,729
1,0.043754842218792694,1,730,730
1,0.04401754451118023,1,731,731
1,0.04398282317250365,1,732,732
1,0.04386095035371855,1,733,733
1,0.04453690498300338,1,734,734
1,0.04354560780643968,1,735,735
1,0.043247548689768336,1,736,736
1,0.043424807290449716,1,737,737
1,0.04424304148723164,1,738,738
1,0.04376831659899112,1,739,739
1,0.043954007909364656,1,740,740
1,0.04455630372969247,1,741,741
1,0.044334686782098225,1,742,742
1,0.04478909855834642,1,743,743
1,0.04496791902164215,1,744,744
1,0.04473601401619289,1,745,745
1,0.04362329349529422,1,746,746
1,0.04403107396522362,1,747,747
1,0.04421386241339761,1,748,748
1,0.04377751143369976,1,749,749
1,0.04484931661699456,1,750,750
1,0.04462755450016737,1,751,751
1,0.04367674985846455,1,752,752
1,0.04487151608983387,1,753,753
1,0.044003197254547086,1,754,754
1,0.044022875796343806,1,755,755
1,0.0429565430877311,1,756,756
1,0.043206739460561215,1,757,757
1,0.043291911471567274,1,758,758
1,0.04263275006458251,1,759,759
1,0.045192552818791774,1,760,760
1,0.044951242811518764,1,761,761
1,0.04502930538960334,1,762,762
1,0.044804027583340386,1,763,763
1,0.044504156214304126,1,764,764
1,0.043523087579307965,1,765,765
1,0.043694403158537426,1,766,766
1,0.04399832543523372,1,767,767
1,0.04431246354923675,1,768,768
1,0.04407400852893541,1,769,769
1,0.043659815429456725,1,770,770
1,0.045058680055821476,1,771,771
1,0.04432219953028184,1,772,772
1,0.04419070691941611,1,773,773
1,0.043772867711137226,1,774,774
1,0.044339042084804235,1,775,775
1,0.04496647287775492,1,776,776
1,0.04458634129496223,1,777,777
1,0.04529280134158014,1,778,778
1,0.044193860756723574,1,779,779
1,0.0438252420733392,1,780,780
1,0.044189877366405686,1,781,781
1,0.04410113611841354,1,782,782
1,0.04455677316316349,1,783,783
1,0.044426002959631776,1,784,784
1,0.04442816195112408,1,785,785
1,0.04454339383933857,1,786,786
1,0.04490564477389823,1,787,787
1,0.044841419849357876,1,788,788
1,0.04416395467584903,1,789,789
1,0.04389063037814744,1,790,790
1,0.04405161470400069,1,791,791
1,0.044065704013215246,1,792,792
1,0.04549936035836996,1,793,793
1,0.04497205495426571,1,794,794
1,0.04530974185723921,1,795,795
1,0.042814563851418325,1,796,796
1,0.04336124221840079,1,797,797
1,0.043591861262980904,1,798,798
1,0.04511565926224243,1,799,799
1,0.045580095696014886,1,800,800
1,0.04494638031672258,1,801,801
1,0.04490020991039528,1,802,802
1,0.04342190794285958,1,803,803
1,0.04318737024639366,1,804,804
1,0.04340513338968591,1,805,805
1,0.04348073393522488,1,806,806
1,0.044739810971252764,1,807,807
1,0.04441940676382265,1,808,808
1,0.043859016400472114,1,809,809
1,0.04387291530544202,1,810,810
1,0.04385629562312429,1,811,811
1,0.04379539955441287,1,812,812
1,0.04498962627207792,1,813,813
1,0.04408696855263105,1,814,814
1,0.044081082602643075,1,815,815
1,0.044352182479059615,1,816,816
1,0.04407227751010512,1,817,817
1,0.043438168319587356,1,818,818
1,0.0438576378441017,1,819,819
1,0.043820493113863025,1,820,820
1,0.043890186429481996,1,821,821
